,Type,Make,Gear_Type,Origin,Options,Year,Engine_Size,Mileage,Price
357,Edge,Ford,Automatic,Saudi,Semi Full,2016,3.5,198000,69000
358,Hilux,Toyota,Manual,Saudi,Full,2014,2.7,180000,52000
359,CX9,Mazda,Automatic,Gulf Arabic,Full,2015,2.4,138020,58000
360,Sonata,Hyundai,Automatic,Gulf Arabic,Full,2018,2.0,79000,36000
361,The 5,BMW,Automatic,Saudi,Semi Full,2011,3.0,276000,65000
362,Veloster,Hyundai,Automatic,Saudi,Full,2019,2.0,63000,62000
363,Prestige,Genesis,Automatic,Gulf Arabic,Semi Full,2015,3.8,85343,81000
364,Taurus,Ford,Automatic,Saudi,Full,2014,3.5,269177,60000
365,Land Cruiser,Toyota,Automatic,Saudi,Full,2015,4.6,83000,160000
366,E,Mercedes,Automatic,Other,Standard,2016,2.0,110440,98000
367,Seven,Changan,Automatic,Saudi,Standard,2020,1.5,36833,28500
368,Sonata,Hyundai,Automatic,Saudi,Standard,2019,2.4,127974,61500
369,Innova,Toyota,Automatic,Saudi,Standard,2017,2.7,203312,62500
370,IS,Lexus,Automatic,Other,Full,2017,3.0,90000,117000
371,Cerato,Kia,Automatic,Saudi,Full,2010,1.6,293300,13500
372,Camry,Toyota,Automatic,Other,Semi Full,2001,2.5,346900,17000
373,Hiace,Toyota,Manual,Other,Standard,2016,2.7,99999,69000
374,Avalon,Toyota,Automatic,Saudi,Semi Full,2019,3.5,60000,115000
375,Expedition,Ford,Automatic,Saudi,Full,2018,3.6,44200,159000
376,Blazer,Chevrolet,Automatic,Saudi,Full,2008,3.6,220000,18000
377,Fluence,Renault,Automatic,Saudi,Semi Full,2015,1.6,91000,20000
378,ES,Lexus,Automatic,Other,Full,2007,6.1,240000,24000
379,Camry,Toyota,Automatic,Gulf Arabic,Standard,2016,2.5,116987,58000
380,Grand Cherokee,Jeep,Automatic,Saudi,Full,2017,5.7,102000,99000
381,Pajero,Mitsubishi,Automatic,Saudi,Full,2018,3.8,62000,82000
382,Elantra,Hyundai,Automatic,Saudi,Standard,2019,1.6,120496,40800
383,Edge,Ford,Automatic,Saudi,Standard,2009,3.5,357,20000
384,Furniture,Toyota,Automatic,Other,Semi Full,2013,2.4,170000,55000
385,Elantra,Hyundai,Automatic,Saudi,Standard,2020,2.0,130000,53000
386,Hilux,Toyota,Manual,Saudi,Semi Full,2013,2.7,290,55000
387,Sonata,Hyundai,Automatic,Saudi,Semi Full,2018,2.4,65325,71500
388,Vego,Ford,Automatic,Saudi,Standard,2019,1.5,51419,27500
389,Fusion,Ford,Automatic,Gulf Arabic,Semi Full,2016,1.2,99200,45000
390,Yaris,Toyota,Automatic,Saudi,Standard,2018,1.5,117313,32500
391,Optima,Kia,Automatic,Saudi,Semi Full,2014,2.0,241000,35000
392,Suburban,Chevrolet,Automatic,Saudi,Semi Full,2011,4.0,289,36000
393,Elantra,Hyundai,Automatic,Saudi,Standard,2017,2.0,145000,37000
394,Hilux,Toyota,Manual,Saudi,Standard,2015,2.7,183000,60000
395,Furniture,Toyota,Automatic,Saudi,Semi Full,2020,2.7,11571,116500
396,Expedition,Ford,Automatic,Saudi,Full,2014,4.0,116000,50000
397,Sunny,Nissan,Manual,Saudi,Standard,2008,1.5,275000,10000
398,E,Mercedes,Manual,Other,Semi Full,2017,9.0,134000,155000
399,Land Cruiser,Toyota,Automatic,Saudi,Full,2006,4.5,311100,63000
400,Grand Cherokee,Jeep,Automatic,Gulf Arabic,Full,2014,5.7,76300,85000
401,Optima,Kia,Automatic,Saudi,Standard,2017,2.4,263400,40000
402,Ciocca,Toyota,Automatic,Saudi,Standard,2016,5.7,348000,79000
403,Hilux,Toyota,Manual,Saudi,Full,2020,2.4,34000,120000
404,Prado,Toyota,Automatic,Saudi,Semi Full,2016,4.0,192901,114500
405,Land Cruiser,Toyota,Automatic,Saudi,Standard,2007,1.2,300000,30000
406,Sunny,Nissan,Automatic,Saudi,Standard,2019,1.5,105509,26000
407,Grand Marquis,Others,Automatic,Unknown,Full,2007,4.6,179000,24000
408,Accent,Hyundai,Automatic,Saudi,Standard,2018,1.4,41000,34000
409,Cerato,Kia,Automatic,Saudi,Standard,2016,1.6,50000,29000
410,C300,Chrysler,Automatic,Saudi,Full,2008,5.7,390000,25000
411,Camry,Toyota,Automatic,Saudi,Semi Full,2013,2.5,300000,35000
412,Camry,Toyota,Manual,Saudi,Standard,2001,1.4,300,13500
413,Accent,Hyundai,Automatic,Saudi,Semi Full,2017,1.6,110448,30000
414,Camry,Toyota,Automatic,Saudi,Semi Full,2008,1.7,280000,17000
415,Marquis,Ford,Automatic,Saudi,Full,2011,4.6,114000,48000
416,Q,Others,Automatic,Gulf Arabic,Semi Full,2019,2.0,5000,90000
417,Corolla,Toyota,Automatic,Saudi,Semi Full,2017,1.6,107000,39000
418,Taurus,Ford,Automatic,Saudi,Standard,2017,3.5,158039,75000
419,3,Mazda,Automatic,Saudi,Semi Full,2016,2.0,104800,39000
420,CX9,Mazda,Automatic,Saudi,Full,2015,1.9,274000,66000
421,Yukon,GMC,Automatic,Saudi,Semi Full,2013,5.3,77000,80000
422,Elantra,Hyundai,Manual,Saudi,Standard,2011,2.0,337000,10000
423,Accent,Hyundai,Automatic,Saudi,Standard,2016,1.4,159626,27500
424,S,Mercedes,Automatic,Other,Full,2015,3.0,46000,210000
425,Accord,Honda,Automatic,Gulf Arabic,Semi Full,2016,2.4,129000,68000
426,F3,Others,Automatic,Saudi,Standard,2020,1.5,60000,28000
427,Taurus,Ford,Automatic,Saudi,Standard,2019,2.0,26000,84000
428,Kona,Hyundai,Automatic,Saudi,Standard,2019,2.0,76000,56000
429,Flex,Ford,Automatic,Saudi,Semi Full,2012,3.5,282000,25000
430,Corolla,Toyota,Automatic,Saudi,Standard,2019,1.6,39000,52000
431,Datsun,Nissan,Manual,Other,Semi Full,2015,2.4,108500,27500
432,Explorer,Ford,Automatic,Other,Full,2016,3.6,151000,106000
433,Fusion,Ford,Automatic,Other,Full,2017,2.0,55000,65000
434,Range Rover,Land Rover,Automatic,Saudi,Full,2008,3.3,240,35000
435,Taurus,Ford,Automatic,Saudi,Semi Full,2013,3.5,177000,70000
436,UX,Lexus,Automatic,Gulf Arabic,Full,2020,2.0,10000,176000
437,Corolla,Toyota,Automatic,Saudi,Standard,2018,1.6,67000,52000
438,S,Mercedes,Automatic,Saudi,Full,2013,3.0,110000,113000
439,Accent,Hyundai,Automatic,Saudi,Standard,2019,1.4,74917,38500
440,Beetle,Volkswagen,Automatic,Other,Semi Full,2015,1.8,89000,54000
441,Optima,Kia,Automatic,Saudi,Standard,2018,2.0,101381,48500
442,Corolla,Toyota,Automatic,Saudi,Standard,2018,1.6,65000,52000
443,Pajero,Mitsubishi,Automatic,Saudi,Semi Full,2012,3.0,360000,24000
444,Sonata,Hyundai,Automatic,Saudi,Full,2015,2.4,173000,43000
445,FJ,Toyota,Automatic,Saudi,Semi Full,2014,4.0,199000,95000
446,Pajero,Mitsubishi,Automatic,Saudi,Standard,2016,3.8,144624,47000
447,Furniture,Toyota,Automatic,Saudi,Standard,2015,2.7,250000,55000
448,Avalon,Toyota,Automatic,Saudi,Standard,2008,3.5,320000,30000
449,Azera,Hyundai,Automatic,Saudi,Semi Full,2016,2.4,36000,48000
450,FJ,Toyota,Automatic,Saudi,Full,2015,2.7,230000,85000
451,Sunny,Nissan,Manual,Saudi,Standard,2011,1.6,311000,10000
452,Senta fe,Hyundai,Automatic,Saudi,Full,2016,3.3,73115,85000
453,Edge,Ford,Automatic,Saudi,Full,2013,3.5,240,43000
454,Prado,Toyota,Automatic,Saudi,Full,2012,4.0,240000,70000
455,Accent,Hyundai,Automatic,Saudi,Standard,2015,1.2,150,20000
456,Land Cruiser Pickup,Toyota,Manual,Saudi,Semi Full,2013,4.0,105154,85000
457,Tahoe,Chevrolet,Automatic,Other,Semi Full,2018,3.0,127000,159000
458,Explorer,Ford,Automatic,Other,Standard,2013,3.5,218000,48000
459,Avalon,Toyota,Automatic,Saudi,Full,2017,3.5,104159,106500
460,Accord,Honda,Automatic,Gulf Arabic,Full,2016,1.6,81000,63000
461,Creta,Hyundai,Automatic,Saudi,Full,2018,1.6,11800,56000
462,C,Mercedes,Automatic,Gulf Arabic,Full,2015,2.0,54000,120000
463,Explorer,Ford,Automatic,Saudi,Standard,2017,3.6,150000,73000
464,Corolla,Toyota,Automatic,Saudi,Standard,2014,1.6,275000,25000
465,Navara,Nissan,Manual,Saudi,Standard,2016,2.5,132714,41500
466,Sonata,Hyundai,Automatic,Saudi,Semi Full,2020,2.5,12000,78000
467,Sunny,Nissan,Automatic,Saudi,Standard,2018,1.5,105000,23000
468,Datsun,Nissan,Manual,Saudi,Full,2015,2.4,212000,42000
469,Yaris,Toyota,Automatic,Saudi,Standard,2018,1.5,122000,37000
470,Lancer,Mitsubishi,Automatic,Saudi,Standard,2014,1.0,150000,16000
471,Innova,Toyota,Automatic,Saudi,Standard,2015,2.7,250000,38500
472,C,Mercedes,Automatic,Gulf Arabic,Semi Full,2015,2.0,73000,110000
473,Rav4,Toyota,Automatic,Saudi,Standard,2018,2.5,72000,95000
474,Hiace,Toyota,Manual,Saudi,Standard,2017,2.7,555555,73000
475,Accent,Hyundai,Automatic,Saudi,Standard,2017,1.4,112000,27000
476,Hilux,Toyota,Manual,Saudi,Semi Full,2016,1.0,121,60500
477,Caprice,Chevrolet,Automatic,Saudi,Standard,2016,6.2,155000,77000
478,Taurus,Ford,Automatic,Saudi,Standard,2017,6.0,75000,65000
479,Yukon,GMC,Automatic,Saudi,Full,2007,5.3,235000,65000
480,Altima,Nissan,Automatic,Gulf Arabic,Standard,2015,2.5,60829,48000
481,Sunny,Nissan,Automatic,Saudi,Standard,2019,1.5,98000,27500
482,Suburban,GMC,Automatic,Saudi,Standard,2004,5.3,300000,8000
483,Impala,Chevrolet,Automatic,Saudi,Full,2015,3.6,212000,64000
484,Patrol,Nissan,Automatic,Saudi,Standard,2016,4.8,59000,83000
485,Rio,Kia,Automatic,Saudi,Full,2019,1.4,48000,38000
486,Sonata,Hyundai,Automatic,Saudi,Semi Full,2018,2.4,117000,63000
487,Tahoe,Chevrolet,Automatic,Saudi,Full,2016,5.3,97955,145000
488,Taurus,Ford,Automatic,Saudi,Standard,2016,3.5,144000,55000
489,Marquis,Ford,Automatic,Saudi,Semi Full,2009,4.0,377000,21000
490,Van R,Others,Manual,Saudi,Full,2017,1.2,1500,31000
491,Camry,Toyota,Automatic,Unknown,Full,2005,2.5,437000,13000
492,Mustang,Ford,Automatic,Gulf Arabic,Full,2016,3.7,240000,89000
493,Elantra,Hyundai,Automatic,Gulf Arabic,Full,2015,2.0,140,38000
494,Rush,Toyota,Automatic,Saudi,Semi Full,2021,1.5,9000,59500
495,CS35 Plus,Changan,Automatic,Saudi,Full,2020,1.4,67095,60000
496,Caprice,Chevrolet,Automatic,Saudi,Standard,2010,3.6,283000,33000
497,Yukon,GMC,Automatic,Saudi,Full,2009,6.2,138000,55000
498,Hiace,Toyota,Manual,Saudi,Standard,2016,2.7,180000,72000
499,DB9,Others,Automatic,Saudi,Full,2010,6.0,71000,180000
500,Range Rover,Land Rover,Automatic,Saudi,Full,2014,3.0,195000,170000
501,Expedition,Ford,Automatic,Saudi,Standard,2017,3.5,123000,85000
502,ML,Mercedes,Automatic,Saudi,Semi Full,2005,3.7,356000,19000
503,Sierra,GMC,Automatic,Saudi,Standard,2015,5.3,86000,98000
504,Range Rover,Land Rover,Automatic,Other,Full,2016,4.3,87000,167000
505,C,Mercedes,Automatic,Saudi,Full,2018,3.0,44000,180000
506,Hilux,Toyota,Manual,Saudi,Standard,2016,1.5,131006,58000
507,Sorento,Kia,Automatic,Saudi,Semi Full,2010,3.3,213000,22000
508,Rio,Kia,Automatic,Saudi,Standard,2016,1.4,119000,20000
509,X-Trail,Nissan,Automatic,Saudi,Semi Full,2016,2.5,142000,46000
510,Tahoe,Chevrolet,Automatic,Other,Full,2016,5.3,128000,164000
511,Victoria,Ford,Automatic,Saudi,Full,2011,4.6,343000,29000
512,APV,Others,Manual,Saudi,Standard,2017,1.6,80000,30000
513,S,Mercedes,Automatic,Other,Full,2015,3.0,109000,199000
514,Accent,Hyundai,Automatic,Saudi,Standard,2019,1.4,49498,40500
515,Prado,Toyota,Automatic,Saudi,Full,2016,4.0,143000,120000
516,Expedition,Ford,Automatic,Other,Full,2010,5.7,335000,65000
517,Hilux,Toyota,Manual,Saudi,Semi Full,2017,2.7,44000,78000
518,Elantra,Hyundai,Automatic,Saudi,Full,2006,2.0,10000,7000
519,Camry,Toyota,Automatic,Gulf Arabic,Standard,2014,2.5,130000,37000
520,Innova,Toyota,Automatic,Saudi,Standard,2013,2.7,286000,38000
521,Patrol,Nissan,Automatic,Saudi,Semi Full,2012,5.6,381000,75000
522,Yaris,Toyota,Automatic,Saudi,Standard,2016,1.5,100,32000
523,Elantra,Hyundai,Manual,Saudi,Standard,2009,1.0,4000,11000
524,S,Mercedes,Automatic,Saudi,Full,2013,3.0,121000,118000
525,Expedition,Ford,Automatic,Saudi,Semi Full,2013,5.4,250000,50000
526,CX3,Mazda,Automatic,Saudi,Standard,2018,3.0,39000,58000
527,CLA,Mercedes,Automatic,Other,Standard,2020,2.0,10000,195000
528,Viano,Mercedes,Automatic,Saudi,Semi Full,2013,3.5,154000,45000
529,ES,Lexus,Automatic,Gulf Arabic,Semi Full,2016,3.5,200000,80000
530,CX9,Mazda,Automatic,Saudi,Full,2020,3.5,25182,120000
531,Corolla,Toyota,Automatic,Saudi,Standard,2018,1.6,65000,57000
532,Sunny,Nissan,Automatic,Saudi,Standard,2018,1.5,117081,27000
533,Corolla,Toyota,Automatic,Saudi,Standard,2015,1.6,160000,27500
534,EC7,Geely,Manual,Other,Standard,2015,1.3,160000,14000
535,Accent,Hyundai,Automatic,Saudi,Standard,2017,1.4,158000,29000
536,Elantra,Hyundai,Automatic,Other,Full,2016,1.6,101715,52000
537,Altima,Nissan,Automatic,Gulf Arabic,Full,2019,2.5,1000,115000
538,Traverse,Chevrolet,Automatic,Other,Full,2016,3.4,154000,79000
539,Charger,Dodge,Automatic,Other,Full,2014,3.6,300000,35000
540,LX,Lexus,Automatic,Saudi,Standard,2013,5.7,240000,145000
541,Safari,GMC,Automatic,Saudi,Semi Full,2005,5.3,84000,22000
542,Caprice,Chevrolet,Automatic,Saudi,Standard,2015,6.0,264000,69000
543,Edge,Ford,Automatic,Saudi,Full,2016,3.5,76200,77000
544,Yaris,Toyota,Automatic,Saudi,Standard,2019,1.5,54000,35000
545,Accent,Hyundai,Automatic,Saudi,Standard,2020,1.4,21000,47000
546,Corolla,Toyota,Automatic,Saudi,Semi Full,2016,1.6,138661,47500
547,C,Mercedes,Automatic,Other,Semi Full,2016,2.0,76000,102000
548,Pajero,Mitsubishi,Automatic,Gulf Arabic,Standard,2015,3.5,103900,50000
549,Hilux,Toyota,Automatic,Gulf Arabic,Semi Full,2014,2.7,21000,75000
550,Hilux,Toyota,Manual,Saudi,Full,2020,2.4,29000,142000
551,The 5,BMW,Automatic,Saudi,Standard,2019,2.0,49528,138000
552,C300,Chrysler,Automatic,Saudi,Full,2012,3.5,160000,55500
553,Sunny,Nissan,Automatic,Saudi,Standard,2017,1.5,152973,24500
554,Caprice,Chevrolet,Automatic,Other,Semi Full,2013,6.2,193000,44000
555,Furniture,Toyota,Automatic,Saudi,Standard,2019,2.7,60000,97000
556,Kona,Hyundai,Automatic,Saudi,Full,2020,2.0,3109,89000
557,Furniture,Toyota,Automatic,Saudi,Standard,2021,2.7,11000,100000
558,Elantra,Hyundai,Automatic,Saudi,Standard,2017,1.6,156000,40000
559,Pajero,Mitsubishi,Automatic,Gulf Arabic,Full,2016,3.8,260000,60000
560,Sierra,GMC,Automatic,Saudi,Full,2016,5.3,82576,120000
561,Challenger,Dodge,Automatic,Saudi,Full,2012,3.6,360000,35000
562,Accord,Honda,Automatic,Gulf Arabic,Semi Full,2018,1.5,53146,91500
563,Caprice,Chevrolet,Automatic,Saudi,Semi Full,2015,6.0,235000,65000
564,Expedition,Ford,Automatic,Saudi,Standard,2016,3.6,127500,79000
565,Patrol,Nissan,Automatic,Saudi,Full,2019,4.0,42000,185000
566,Elantra,Hyundai,Automatic,Saudi,Standard,2018,2.0,116000,48000
567,Accord,Honda,Automatic,Gulf Arabic,Standard,2016,2.4,90000,65000
568,CX5,Mazda,Automatic,Saudi,Standard,2019,2.5,84000,75000
569,Tahoe,Chevrolet,Automatic,Gulf Arabic,Standard,2020,5.3,37000,165000
570,Innova,Toyota,Automatic,Saudi,Standard,2015,2.7,122000,43000
571,Sonata,Hyundai,Automatic,Saudi,Full,2016,2.4,76000,53000
572,Camry,Toyota,Automatic,Other,Standard,2016,2.5,96000,60000
573,Duster,Renault,Automatic,Saudi,Standard,2018,2.0,164169,29500
574,The 7,BMW,Automatic,Saudi,Full,2006,2.8,220,26000
575,QX,Others,Automatic,Saudi,Full,2012,5.4,205000,77000
576,RX,Lexus,Automatic,Other,Full,2017,3.5,81000,165000
577,Land Cruiser,Toyota,Manual,Saudi,Semi Full,2002,4.0,3000,42000
578,Innova,Toyota,Automatic,Saudi,Full,2017,2.7,175559,76500
579,Pajero,Mitsubishi,Automatic,Gulf Arabic,Full,2017,3.2,80000,89500
580,Prado,Toyota,Automatic,Saudi,Full,2015,3.6,225989,84000
581,Platinum,Genesis,Automatic,Saudi,Semi Full,2015,3.5,181000,70000
582,Sunny,Nissan,Automatic,Saudi,Standard,2019,1.5,105739,26800
583,Camry,Toyota,Automatic,Saudi,Semi Full,2014,2.5,117000,43000
584,Sonata,Hyundai,Automatic,Saudi,Semi Full,2018,2.5,84000,68000
585,Carenz,Kia,Automatic,Saudi,Standard,2015,2.0,102000,40000
586,Camaro,Chevrolet,Automatic,Other,Full,2017,3.6,99000,109000
587,6,Mazda,Automatic,Saudi,Full,2014,2.5,232000,38000
588,Expedition,Ford,Automatic,Saudi,Semi Full,2014,5.3,210000,50000
589,Rio,Kia,Automatic,Saudi,Standard,2016,1.4,270000,25000
590,Avanza,Toyota,Automatic,Saudi,Standard,2016,1.6,115,30000
591,LX,Lexus,Automatic,Gulf Arabic,Full,2006,5.7,390000,74000
592,Accent,Hyundai,Automatic,Saudi,Standard,2019,1.4,56000,40000
593,Taurus,Ford,Automatic,Gulf Arabic,Full,2017,3.5,27000,83000
594,Suburban,GMC,Automatic,Other,Full,2004,5.3,452800,18000
595,Emgrand,Geely,Automatic,Saudi,Full,2019,1.8,66000,40000
596,D-MAX,Isuzu,Manual,Saudi,Full,2019,7.5,40000,125000
597,Dyna,Isuzu,Manual,Saudi,Standard,2016,1.5,420,104000
598,Pathfinder,Nissan,Automatic,Saudi,Standard,2005,3.5,300000,12000
599,Z,BMW,Automatic,Saudi,Full,2015,4.0,65555,95000
600,Taurus,Ford,Automatic,Other,Semi Full,2016,3.5,102000,72000
601,Coupe S,Hyundai,Automatic,Saudi,Full,2010,3.8,240,25000
602,Corolla,Toyota,Automatic,Saudi,Standard,2016,1.6,238000,40500
603,Taurus,Ford,Automatic,Saudi,Standard,2018,3.5,73000,77000
604,Accent,Hyundai,Automatic,Saudi,Standard,2018,1.4,76000,37500
605,Vego,Ford,Automatic,Saudi,Standard,2019,1.5,26315,27499
606,Elantra,Hyundai,Automatic,Other,Standard,2018,1.6,45000,54000
607,Maxima,Nissan,Automatic,Saudi,Full,2018,3.5,48000,85000
608,Suburban,GMC,Automatic,Other,Full,2002,5.3,30000,9000
609,Suburban,Chevrolet,Automatic,Saudi,Standard,2015,5.3,198506,111500
610,Taurus,Ford,Automatic,Saudi,Standard,2011,3.5,369000,37500
611,Odyssey,Honda,Automatic,Saudi,Full,2015,3.5,143000,74000
612,Furniture,Toyota,Automatic,Saudi,Semi Full,2015,2.7,114900,55000
613,Land Cruiser Pickup,Toyota,Manual,Saudi,Semi Full,2015,4.0,157000,90000
614,Innova,Toyota,Automatic,Saudi,Standard,2014,2.5,163000,39000
615,QX,Others,Automatic,Saudi,Full,2019,3.7,19800,130000
616,Panamera,Porsche,Automatic,Saudi,Full,2011,3.0,141000,85000
617,Camry,Toyota,Automatic,Saudi,Semi Full,2017,2.5,125000,53000
618,Hilux,Toyota,Manual,Saudi,Semi Full,2016,2.7,156495,62500
619,Corolla,Toyota,Automatic,Saudi,Standard,2017,1.6,157000,47500
620,Fusion,Ford,Automatic,Saudi,Semi Full,2012,2.5,270,16500
621,Azera,Hyundai,Automatic,Saudi,Semi Full,2012,3.0,380000,24000
622,Pajero,Mitsubishi,Automatic,Saudi,Standard,2012,3.8,85175,41500
623,Ciocca,Toyota,Automatic,Saudi,Full,2016,5.7,150000,135000
624,Previa,Toyota,Automatic,Gulf Arabic,Standard,2017,2.4,139000,69000
625,G80,Genesis,Automatic,Saudi,Semi Full,2019,3.8,66000,120000
626,Taurus,Ford,Automatic,Saudi,Semi Full,2017,4.0,89000,75000
627,Yukon,GMC,Automatic,Other,Standard,2003,5.3,240000,15000
628,Tucson,Hyundai,Automatic,Saudi,Semi Full,2019,1.6,42000,75000
629,Juke,Nissan,Automatic,Saudi,Semi Full,2014,2.0,68000,35000
630,Hilux,Toyota,Manual,Gulf Arabic,Semi Full,2016,2.7,70000,77000
631,Camry,Toyota,Automatic,Saudi,Full,2019,2.5,49000,82000
632,Yukon,GMC,Automatic,Saudi,Semi Full,2014,5.3,300,65000
633,Camry,Toyota,Automatic,Saudi,Standard,2016,2.5,183541,53000
634,Previa,Toyota,Automatic,Saudi,Standard,2002,2.9,30923,12000
635,Sonata,Hyundai,Automatic,Saudi,Semi Full,2020,2.5,46000,85000
636,Sportage,Kia,Automatic,Saudi,Standard,2016,2.4,109000,40000
637,Hiace,Toyota,Manual,Saudi,Standard,2017,2.7,133148,70000
638,Hilux,Toyota,Manual,Saudi,Semi Full,2018,2.7,201000,85000
639,Spark,Chevrolet,Automatic,Saudi,Standard,2019,1.4,63744,25000
640,Tucson,Hyundai,Automatic,Saudi,Semi Full,2019,1.0,67000,75000
641,Sonata,Hyundai,Automatic,Saudi,Semi Full,2016,2.4,210000,35000
642,Yukon,GMC,Automatic,Saudi,Standard,2018,5.3,196600,130000
643,Elantra,Hyundai,Automatic,Saudi,Full,2015,2.0,169,30000
644,Camry,Toyota,Automatic,Other,Full,2009,2.5,350000,25000
645,Tahoe,Chevrolet,Automatic,Saudi,Standard,2015,5.3,150000,100000
646,Hilux,Toyota,Manual,Saudi,Full,2015,2.7,328000,66000
647,Camaro,Chevrolet,Automatic,Gulf Arabic,Full,2013,5.7,243,55000
648,Rav4,Toyota,Automatic,Saudi,Full,2014,2.5,155,55000
649,Land Cruiser,Toyota,Automatic,Gulf Arabic,Semi Full,2003,1.0,479364,35000
650,Camry,Toyota,Automatic,Saudi,Standard,2017,2.4,97000,68000
651,H1,Hyundai,Automatic,Saudi,Standard,2018,2.4,88826,60500
652,Accent,Hyundai,Automatic,Saudi,Standard,2017,1.6,169700,30000
653,Elantra,Hyundai,Automatic,Saudi,Standard,2017,1.6,131889,36500
654,Azera,Hyundai,Automatic,Saudi,Semi Full,2016,3.0,199100,52000
655,Camry,Toyota,Automatic,Saudi,Full,2007,2.5,420,30000
656,Victoria,Ford,Automatic,Other,Full,2003,4.6,500,13000
657,F150,Ford,Automatic,Saudi,Standard,2014,8.0,147000,80000
658,6,Mazda,Automatic,Gulf Arabic,Semi Full,2014,2.5,149000,45000
659,C200,Chrysler,Automatic,Saudi,Full,2016,2.4,163000,42000
660,Attrage,Mitsubishi,Automatic,Saudi,Standard,2019,1.2,19000,32000
661,Tahoe,Chevrolet,Automatic,Saudi,Standard,2012,5.3,61000,80000
662,C300,Chrysler,Automatic,Other,Full,2008,5.7,114000,20000
663,Traverse,Chevrolet,Automatic,Saudi,Standard,2011,3.6,138000,24000
664,Accent,Hyundai,Automatic,Saudi,Standard,2019,1.4,72500,40000
665,Land Cruiser,Toyota,Automatic,Saudi,Full,2014,5.7,175023,150000
666,Durango,Dodge,Automatic,Saudi,Full,2012,5.7,288000,43000
667,Land Cruiser,Toyota,Automatic,Saudi,Full,2009,5.7,470000,76000
668,H1,Hyundai,Manual,Saudi,Full,2008,2.4,1000,17000
669,Accent,Hyundai,Automatic,Gulf Arabic,Semi Full,2015,1.6,230000,28000
670,Charger,Dodge,Automatic,Saudi,Full,2019,3.6,78000,124000
671,Camry,Toyota,Automatic,Saudi,Full,2019,3.5,86000,110000
672,Navara,Nissan,Manual,Saudi,Standard,2016,2.4,204000,42000
673,LX,Lexus,Automatic,Saudi,Semi Full,2015,5.7,100000,195000
674,S,Mercedes,Automatic,Other,Full,2008,3.0,256000,38000
675,Rio,Kia,Automatic,Saudi,Standard,2014,1.6,141000,22000
676,Previa,Toyota,Automatic,Gulf Arabic,Standard,2017,2.4,139000,62000
677,Rush,Toyota,Automatic,Saudi,Full,2019,1.5,40000,57000
678,Impala,Chevrolet,Automatic,Saudi,Standard,2018,3.6,63118,73500
679,Expedition,Ford,Automatic,Saudi,Standard,2016,5.4,120000,72000
680,Prado,Toyota,Automatic,Gulf Arabic,Semi Full,2018,4.0,19000,143000
681,Yukon,GMC,Automatic,Saudi,Standard,2017,5.3,39000,142000
682,Pajero,Mitsubishi,Automatic,Saudi,Full,2015,3.8,54000,70000
683,GS,Geely,Automatic,Saudi,Semi Full,2020,1.8,8400,58500
684,Sonata,Hyundai,Automatic,Saudi,Standard,2017,2.4,173000,44000
685,Camry,Toyota,Automatic,Saudi,Full,2017,2.5,95794,74500
686,Patrol,Nissan,Automatic,Saudi,Semi Full,2015,4.8,247000,75000
687,Charger,Dodge,Automatic,Other,Semi Full,2018,3.6,89000,109000
688,Ciocca,Toyota,Automatic,Saudi,Standard,2012,5.7,376000,65000
689,X-Terra,Nissan,Automatic,Saudi,Full,2014,4.0,133000,80000
690,Sonata,Hyundai,Automatic,Saudi,Semi Full,2016,2.4,96400,49000
691,Fusion,Ford,Automatic,Saudi,Full,2015,2.5,200000,49000
692,Civic,Honda,Automatic,Saudi,Semi Full,2019,1.6,41000,67000
693,Sonata,Hyundai,Automatic,Saudi,Full,2019,2.4,90000,61000
694,Vego,Ford,Automatic,Saudi,Full,2017,1.4,93000,26000
695,6,Mazda,Automatic,Saudi,Full,2016,2.5,117000,72000
696,Edge,Ford,Automatic,Gulf Arabic,Full,2007,3.5,372400,19000
697,Picanto,Kia,Automatic,Saudi,Standard,2015,1.0,136000,18500
